Daily soil climate at site boone in year 1
,,,,Soil_temperature,,,,,,,Soil_moisture(wfps),,,,,,,Soil_oxygen(kg O2/layer),,,,,,Soil_Eh(mv),,,,,,WT(m), Ice(wfps),,,,,,Ice,Snowpack,SoilWater,DeepWater,Soil_pH,,,,,,SurfaceWaterT
230,  20.25,   0.00,    2.4,   22.2,   22.2,   22.2,   22.1,   21.7,   20.9,   19.8,   0.27,   0.27,   0.30,   0.37,   0.48,   0.54,   0.58,   21.5,   20.7,   18.5,   13.8,   12.7,   11.5,  450.4,  433.6,  387.2,  287.9,  265.6,  241.3,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   75.4,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
231,  22.25,   0.00,    3.4,   25.0,   25.0,   23.9,   22.6,   21.5,   20.7,   19.8,   0.23,   0.23,   0.27,   0.34,   0.44,   0.50,   0.54,   22.4,   21.6,   19.6,   14.0,   14.0,   13.0,  467.5,  450.9,  409.7,  292.4,  292.6,  271.4,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   69.1,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
232,  24.00,   0.00,    3.7,   27.1,   27.1,   25.5,   23.5,   21.6,   20.7,   19.8,   0.15,   0.15,   0.26,   0.32,   0.41,   0.47,   0.50,   23.7,   22.6,   20.6,   14.8,   15.1,   14.2,  496.1,  472.6,  431.0,  308.3,  314.8,  296.9,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   64.1,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
233,  25.00,   0.00,    3.6,   27.9,   27.9,   26.3,   24.2,   21.9,   20.7,   19.7,   0.09,   0.09,   0.26,   0.30,   0.39,   0.44,   0.47,   25.8,   23.3,   21.2,   15.6,   16.1,   15.3,  538.8,  486.1,  443.3,  326.9,  335.5,  319.4,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   60.2,  56.98,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
234,  26.25,   0.00,    3.4,   28.7,   28.7,   27.1,   24.8,   22.2,   20.9,   19.7,   0.06,   0.06,   0.25,   0.30,   0.37,   0.41,   0.44,   27.2,   23.7,   21.5,   16.4,   16.9,   16.2,  569.5,  495.0,  449.7,  343.4,  353.6,  339.6,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   57.1,  56.48,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
235,  22.75,   0.00,    3.3,   25.9,   25.9,   25.2,   24.1,   22.4,   21.0,   19.8,   0.05,   0.05,   0.25,   0.29,   0.36,   0.40,   0.41,   28.0,   24.0,   21.8,   16.7,   17.6,   17.1,  586.1,  500.9,  454.7,  350.0,  367.6,  356.8,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   54.8,  55.67,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
236,  17.50,   0.00,    3.2,   21.4,   21.4,   21.4,   21.4,   21.2,   20.7,   19.8,   0.03,   0.03,   0.24,   0.28,   0.35,   0.38,   0.40,   28.6,   24.3,   21.9,   17.3,   18.1,   17.7,  597.0,  507.2,  458.5,  360.8,  378.9,  370.5,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   52.6,  55.18,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
237,  19.50,   0.00,    3.0,   22.4,   22.4,   22.0,   21.5,   21.0,   20.5,   19.7,   0.03,   0.03,   0.25,   0.28,   0.34,   0.37,   0.38,   28.9,   24.6,   22.1,   17.2,   18.5,   18.3,  604.8,  514.6,  462.2,  358.6,  386.8,  381.6,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   51.3,  54.11,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
238,  21.25,   0.00,    3.0,   23.9,   23.9,   23.0,   22.0,   21.0,   20.4,   19.6,   0.02,   0.02,   0.25,   0.28,   0.34,   0.36,   0.37,   29.2,   24.8,   22.2,   17.2,   18.8,   18.6,  609.7,  518.7,  463.8,  359.7,  391.9,  389.3,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   50.4,  52.74,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
239,  23.50,   0.00,    3.1,   25.9,   25.9,   24.5,   22.7,   21.1,   20.3,   19.5,   0.02,   0.02,   0.25,   0.28,   0.33,   0.36,   0.37,   29.3,   25.0,   22.2,   17.3,   18.9,   18.9,  613.1,  522.5,  464.0,  360.7,  395.5,  394.8,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   49.8,  51.17,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
240,  19.50,   0.00,    3.1,   22.8,   22.8,   22.6,   22.1,   21.1,   20.3,   19.4,   0.01,   0.01,   0.25,   0.28,   0.33,   0.35,   0.36,   29.4,   25.1,   22.2,   17.2,   19.0,   19.1,  615.5,  525.5,  464.6,  360.0,  397.8,  398.6,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   49.3,  49.69,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
241,  18.50,   0.00,    3.3,   22.5,   22.5,   22.2,   21.8,   21.0,   20.3,   19.4,   0.01,   0.01,   0.25,   0.28,   0.33,   0.35,   0.36,   29.5,   25.3,   22.3,   17.3,   19.1,   19.2,  617.4,  528.3,  466.2,  362.1,  399.3,  401.1,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   48.8,  48.30,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
242,  22.50,   0.00,    2.8,   24.7,   24.7,   23.6,   22.3,   21.0,   20.2,   19.3,   0.01,   0.01,   0.24,   0.28,   0.33,   0.35,   0.35,   29.6,   25.5,   22.3,   17.3,   19.2,   19.3,  618.8,  532.6,  465.6,  361.8,  400.7,  403.1,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   48.6,  46.79,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
243,  17.00,   0.00,    2.9,   20.4,   20.4,   20.4,   20.4,   20.2,   19.9,   19.2,   0.01,   0.01,   0.25,   0.28,   0.33,   0.35,   0.35,   29.7,   25.6,   22.4,   17.5,   19.2,   19.4,  619.8,  534.1,  467.4,  366.1,  401.9,  404.5,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   48.3,  45.56,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
244,  16.50,   0.00,    2.3,   18.8,   18.8,   18.8,   18.8,   18.8,   18.7,   18.4,   0.01,   0.01,   0.24,   0.27,   0.32,   0.34,   0.35,   29.7,   25.6,   22.3,   17.9,   19.4,   19.4,  620.4,  534.6,  466.5,  373.9,  404.6,  406.1,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   47.9,  44.57,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
245,  16.25,  12.00,    1.5,   17.9,   17.9,   17.9,   17.9,   17.9,   17.8,   17.6,   0.41,   0.41,   0.42,   0.29,   0.30,   0.32,   0.34,    0.0,   18.0,   21.4,   20.6,   19.9,   19.6,    0.0,  375.3,  448.1,  430.3,  415.4,  409.0,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   56.7,  45.59,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
246,  17.00,   0.00,    1.9,   18.6,   18.6,   18.4,   18.1,   17.9,   17.7,   17.3,   0.29,   0.29,   0.32,   0.33,   0.31,   0.31,   0.32,   18.0,   17.6,   20.4,   20.9,   20.5,   20.1,  375.9,  368.0,  426.7,  437.5,  427.9,  419.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   53.4,  46.34,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
247,  18.25,  10.00,    1.6,   19.7,   19.7,   19.1,   18.4,   17.9,   17.6,   17.1,   0.45,   0.45,   0.49,   0.35,   0.31,   0.31,   0.31,    0.0,   15.3,   19.5,   20.7,   20.6,   20.4,    0.0,  318.8,  407.9,  432.9,  431.5,  427.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   60.6,  46.91,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
248,  19.50,   5.00,    1.9,   21.2,   21.2,   20.2,   19.0,   18.0,   17.5,   17.0,   0.41,   0.41,   0.46,   0.42,   0.32,   0.31,   0.31,    0.0,   11.6,   17.7,   20.4,   20.6,   20.6,    0.0,  241.9,  370.5,  425.4,  430.7,  430.3,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   62.7,  47.40,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
249,  18.00,   0.00,    2.9,   21.1,   21.1,   20.4,   19.3,   18.2,   17.5,   16.9,   0.29,   0.29,   0.34,   0.39,   0.36,   0.32,   0.31,   17.9,   17.0,   16.8,   19.6,   20.5,   20.6,  374.3,  354.3,  350.2,  409.9,  427.4,  430.5,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   58.7,  47.88,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
250,  18.50,   0.00,    3.1,   22.0,   22.0,   21.0,   19.7,   18.3,   17.5,   16.8,   0.23,   0.23,   0.27,   0.33,   0.36,   0.34,   0.32,   21.2,   20.4,   18.8,   18.7,   20.0,   20.5,  444.1,  425.9,  392.6,  391.7,  417.9,  428.5,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   54.6,  48.37,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
251,  18.50,   0.00,    2.6,   21.2,   21.2,   20.6,   19.7,   18.4,   17.6,   16.8,   0.15,   0.15,   0.26,   0.29,   0.33,   0.34,   0.33,   23.0,   22.3,   20.7,   19.3,   19.5,   20.2,  480.4,  465.8,  433.1,  404.0,  406.9,  422.6,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   51.2,  48.95,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
252,  15.00,   0.00,    2.5,   18.1,   18.1,   18.1,   18.0,   17.9,   17.5,   16.8,   0.10,   0.10,   0.25,   0.27,   0.31,   0.32,   0.33,   25.5,   23.2,   21.7,   20.4,   19.8,   19.9,  532.9,  484.3,  453.9,  425.9,  414.5,  416.0,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   48.2,  49.69,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
253,  13.50,   0.00,    2.8,   17.8,   17.8,   17.8,   17.7,   17.6,   17.3,   16.7,   0.06,   0.06,   0.25,   0.26,   0.29,   0.31,   0.32,   27.1,   23.8,   22.2,   21.1,   20.5,   20.1,  566.6,  498.2,  463.9,  440.6,  427.7,  420.6,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   45.4,  50.36,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
254,  17.25,   0.00,    2.6,   20.1,   20.1,   19.2,   18.3,   17.5,   17.2,   16.6,   0.05,   0.05,   0.24,   0.26,   0.28,   0.29,   0.30,   28.1,   24.5,   22.5,   21.5,   21.0,   20.6,  586.8,  512.6,  469.5,  450.0,  438.3,  430.0,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   43.3,  50.80,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
255,  17.25,   0.00,    2.3,   19.8,   19.8,   19.3,   18.5,   17.7,   17.1,   16.5,   0.03,   0.03,   0.22,   0.26,   0.27,   0.28,   0.29,   28.6,   25.1,   22.6,   21.8,   21.4,   21.0,  598.1,  524.5,  473.0,  456.0,  446.4,  439.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   41.7,  51.01,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
256,  16.75,   0.00,    2.4,   19.6,   19.6,   19.1,   18.5,   17.7,   17.1,   16.5,   0.03,   0.03,   0.21,   0.25,   0.26,   0.27,   0.28,   28.9,   25.6,   22.7,   22.0,   21.7,   21.4,  604.8,  535.3,  475.4,  460.0,  452.6,  446.8,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   40.3,  51.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
257,  20.75,   0.00,    2.4,   22.7,   22.7,   21.2,   19.4,   17.8,   17.1,   16.4,   0.02,   0.02,   0.17,   0.25,   0.26,   0.27,   0.27,   29.2,   26.1,   22.9,   22.1,   21.9,   21.7,  609.5,  545.5,  477.9,  462.9,  457.1,  452.7,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   39.3,  50.92,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
258,  22.00,   0.00,    2.4,   23.9,   23.9,   22.3,   20.2,   18.2,   17.2,   16.4,   0.02,   0.02,   0.15,   0.25,   0.26,   0.26,   0.27,   29.3,   26.7,   22.9,   22.2,   22.0,   21.9,  612.8,  558.9,  479.0,  464.7,  460.4,  457.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   38.5,  50.69,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
259,  21.25,  18.00,    2.0,   23.4,   23.4,   22.2,   20.5,   18.5,   17.3,   16.5,   0.49,   0.49,   0.52,   0.28,   0.26,   0.26,   0.26,    0.0,   19.8,   22.1,   22.2,   22.1,   22.0,    0.0,  413.4,  461.2,  464.8,  462.5,  460.4,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   54.3,  50.40,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
260,  17.75,   0.00,    2.7,   21.1,   21.1,   20.7,   19.9,   18.6,   17.5,   16.6,   0.32,   0.32,   0.36,   0.37,   0.26,   0.26,   0.26,   15.7,   14.9,   19.6,   22.1,   22.2,   22.1,  328.0,  311.1,  410.3,  461.3,  463.5,  462.5,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   51.5,  50.05,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
261,  16.75,   0.00,    2.4,   19.7,   19.7,   19.5,   19.2,   18.4,   17.6,   16.7,   0.26,   0.26,   0.29,   0.32,   0.30,   0.26,   0.26,   20.5,   19.7,   18.9,   21.5,   22.1,   22.2,  428.5,  411.7,  394.5,  448.5,  461.7,  463.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   49.0,  49.69,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
262,  18.50,  10.00,    1.6,   20.4,   20.4,   19.9,   19.2,   18.3,   17.5,   16.7,   0.43,   0.43,   0.47,   0.33,   0.32,   0.28,   0.26,    0.0,   15.9,   19.9,   20.6,   21.7,   22.1,    0.0,  333.2,  415.8,  430.3,  454.3,  462.1,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   57.2,  49.34,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
263,  22.50,   0.00,    2.2,   23.9,   23.9,   22.1,   20.0,   18.3,   17.5,   16.8,   0.31,   0.31,   0.34,   0.37,   0.32,   0.30,   0.27,   17.2,   16.5,   18.9,   20.3,   21.1,   21.9,  359.6,  344.6,  394.4,  424.2,  441.7,  457.5,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   54.8,  49.06,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
264,  18.75,   0.00,    2.6,   21.8,   21.8,   21.1,   20.0,   18.6,   17.6,   16.8,   0.24,   0.24,   0.28,   0.32,   0.34,   0.32,   0.29,   20.9,   20.2,   19.2,   20.0,   20.6,   21.5,  437.0,  422.1,  401.2,  417.4,  431.2,  448.5,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   51.8,  48.94,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
265,  17.50,   0.00,    2.3,   20.3,   20.3,   20.0,   19.5,   18.5,   17.7,   16.8,   0.17,   0.17,   0.26,   0.28,   0.31,   0.32,   0.31,   22.7,   22.1,   20.9,   20.0,   20.3,   21.0,  475.2,  462.6,  436.7,  418.3,  424.0,  438.4,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   49.0,  49.07,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
266,  18.00,  24.00,    1.8,   20.4,   20.4,   20.0,   19.4,   18.5,   17.7,   16.9,   0.59,   0.59,   0.67,   0.43,   0.31,   0.31,   0.31,    0.0,   16.6,   21.0,   20.8,   20.4,   20.6,    0.0,  346.5,  439.5,  433.8,  427.1,  430.9,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   70.2,  49.43,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
267,  16.50,   0.00,    2.4,   19.5,   19.5,   19.4,   19.0,   18.4,   17.7,   16.9,   0.41,   0.41,   0.48,   0.53,   0.34,   0.31,   0.31,   12.6,   11.0,   14.2,   20.3,   20.6,   20.6,  263.7,  230.7,  297.5,  423.3,  431.4,  430.9,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   66.8,  49.86,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
268,  17.50,   0.00,    2.5,   20.6,   20.6,   19.9,   19.1,   18.3,   17.6,   16.9,   0.31,   0.31,   0.37,   0.43,   0.41,   0.33,   0.31,   18.0,   16.7,   14.8,   18.6,   20.4,   20.6,  375.6,  348.2,  309.2,  388.6,  425.4,  431.3,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   63.2,  50.29,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
269,  17.50,   0.00,    1.7,   19.3,   19.3,   19.1,   18.8,   18.2,   17.6,   16.9,   0.28,   0.28,   0.31,   0.37,   0.41,   0.37,   0.32,   20.6,   19.6,   17.7,   17.2,   19.4,   20.4,  430.2,  410.2,  369.4,  358.7,  405.8,  427.4,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   60.4,  50.75,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
270,  18.50,   0.00,    1.9,   20.3,   20.3,   19.7,   19.0,   18.1,   17.5,   16.9,   0.25,   0.25,   0.28,   0.32,   0.37,   0.38,   0.35,   21.7,   21.0,   19.5,   18.0,   18.4,   19.9,  452.6,  439.0,  406.7,  376.4,  384.3,  415.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   57.1,  51.39,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
271,  19.25,   1.00,    1.7,   20.7,   20.7,   20.1,   19.2,   18.2,   17.5,   16.8,   0.24,   0.24,   0.27,   0.30,   0.34,   0.36,   0.37,   19.9,   21.3,   20.7,   19.2,   18.6,   19.1,  415.8,  445.4,  431.7,  400.8,  388.8,  399.9,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   54.6,  52.39,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
272,  16.75,   0.00,    2.2,   19.4,   19.4,   19.2,   18.8,   18.2,   17.5,   16.8,   0.16,   0.16,   0.25,   0.28,   0.32,   0.34,   0.35,   22.8,   22.3,   21.3,   20.1,   19.4,   19.1,  475.6,  466.4,  445.9,  419.1,  404.7,  398.3,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   50.8,  53.55,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
273,  13.25,   0.00,    2.2,   16.5,   16.5,   16.5,   16.5,   16.5,   16.4,   16.2,   0.10,   0.10,   0.25,   0.27,   0.30,   0.32,   0.33,   25.4,   23.2,   22.0,   20.8,   20.0,   19.6,  530.4,  484.7,  458.8,  434.0,  418.7,  408.8,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   47.7,  54.48,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
274,  11.00,   0.00,    2.1,   14.3,   14.3,   14.3,   14.3,   14.3,   14.3,   14.1,   0.08,   0.08,   0.25,   0.26,   0.28,   0.30,   0.31,   26.9,   23.8,   22.3,   21.3,   20.6,   20.1,  562.7,  497.6,  465.8,  444.8,  430.9,  420.8,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   45.8,  55.10,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
275,  11.25,   0.00,    1.9,   14.2,   14.2,   14.2,   14.2,   14.2,   14.2,   13.9,   0.07,   0.07,   0.25,   0.26,   0.28,   0.29,   0.30,   27.5,   24.0,   22.4,   21.6,   21.1,   20.7,  575.0,  500.7,  468.0,  451.8,  440.6,  431.9,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   44.3,  55.45,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
276,   8.75,   0.00,    1.9,   13.2,   13.2,   13.2,   13.2,   13.2,   13.1,   13.0,   0.06,   0.06,   0.26,   0.26,   0.27,   0.28,   0.29,   27.9,   24.1,   22.4,   21.8,   21.4,   21.1,  583.9,  503.7,  468.6,  456.3,  447.9,  441.1,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   43.1,  55.57,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
277,   9.00,   7.00,    1.5,   12.7,   12.7,   12.7,   12.7,   12.7,   12.7,   12.6,   0.35,   0.35,   0.35,   0.26,   0.27,   0.27,   0.28,    0.0,   17.2,   21.6,   21.9,   21.7,   21.4,    0.0,  359.4,  451.4,  458.2,  453.0,  448.0,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   48.9,  55.52,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
278,   9.75,   0.00,    1.6,   12.4,   12.4,   12.4,   12.4,   12.4,   12.4,   12.3,   0.28,   0.28,   0.29,   0.29,   0.27,   0.27,   0.27,   19.6,   19.5,   21.4,   22.0,   21.8,   21.7,  409.4,  407.2,  447.6,  459.4,  456.5,  453.1,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   47.3,  55.36,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
279,   8.25,   0.00,    1.8,   12.0,   12.0,   12.0,   12.0,   12.0,   12.0,   11.9,   0.23,   0.23,   0.27,   0.27,   0.27,   0.27,   0.27,   21.7,   21.4,   21.1,   21.9,   21.9,   21.8,  452.9,  446.8,  441.6,  456.9,  457.6,  456.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   45.7,  55.12,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
280,   7.75,   0.00,    2.0,   11.8,   11.8,   11.8,   11.8,   11.8,   11.8,   11.7,   0.16,   0.16,   0.26,   0.27,   0.27,   0.27,   0.27,   23.1,   22.3,   21.9,   21.8,   21.9,   21.9,  483.8,  466.2,  457.1,  455.0,  457.1,  457.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   44.2,  54.87,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
281,  12.75,   0.00,    2.4,   14.1,   14.1,   13.3,   12.4,   11.9,   11.8,   11.6,   0.12,   0.12,   0.25,   0.26,   0.27,   0.27,   0.27,   25.1,   23.1,   22.2,   21.9,   21.9,   21.9,  525.4,  482.5,  463.2,  458.1,  457.2,  457.3,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   42.8,  54.62,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
282,  15.50,   0.00,    2.4,   16.5,   16.5,   15.0,   13.4,   12.1,   11.8,   11.6,   0.08,   0.08,   0.22,   0.26,   0.26,   0.27,   0.27,   26.5,   24.0,   22.3,   22.0,   22.0,   21.9,  554.8,  501.4,  466.5,  460.6,  458.9,  458.0,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   41.7,  54.35,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
283,  15.25,   0.00,    2.0,   17.2,   17.2,   15.9,   14.2,   12.5,   11.9,   11.6,   0.07,   0.07,   0.20,   0.26,   0.26,   0.26,   0.27,   27.4,   24.8,   22.5,   22.1,   22.0,   22.0,  573.7,  519.1,  469.3,  461.8,  460.2,  459.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   40.8,  54.05,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
284,  13.75,   0.00,    1.8,   16.7,   16.7,   15.8,   14.4,   12.9,   12.1,   11.7,   0.05,   0.05,   0.18,   0.26,   0.26,   0.26,   0.26,   28.0,   25.5,   22.5,   22.1,   22.1,   22.0,  585.4,  532.3,  471.3,  462.8,  461.3,  460.3,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   40.2,  53.73,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
285,  12.25,  26.00,    1.2,   15.4,   15.4,   15.0,   14.2,   13.1,   12.3,   11.8,   0.63,   0.63,   0.70,   0.38,   0.26,   0.26,   0.26,    0.0,   18.8,   21.7,   22.1,   22.1,   22.1,    0.0,  392.1,  454.0,  462.4,  462.1,  461.4,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   65.1,  53.38,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
286,  14.00,   0.00,    1.7,   15.8,   15.8,   15.1,   14.2,   13.1,   12.4,   11.9,   0.45,   0.45,   0.51,   0.53,   0.29,   0.26,   0.26,   11.4,   10.1,   15.2,   21.5,   22.1,   22.1,  239.2,  211.3,  317.1,  450.1,  461.0,  462.0,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   63.7,  53.02,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
287,  11.25,   0.00,    2.0,   15.3,   15.3,   14.9,   14.2,   13.2,   12.6,   12.1,   0.36,   0.36,   0.41,   0.46,   0.38,   0.28,   0.26,   16.7,   15.5,   14.2,   19.7,   21.7,   22.1,  348.9,  324.1,  296.9,  411.8,  453.9,  461.3,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   62.0,  52.67,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
