Daily soil climate at site FarmTest1 in year 1
,,,,Soil_temperature,,,,,,,Soil_moisture(wfps),,,,,,,Soil_oxygen(kg O2/layer),,,,,,Soil_Eh(mv),,,,,,WT(m), Ice(wfps),,,,,,Ice,Snowpack,SoilWater,DeepWater,Soil_pH,,,,,,SurfaceWaterT
Day,Temp.(C),Prec.(mm),PET,1,5,10,20,30,40,50,1,5,10,20,30,40,50,1,10,20,30,40,50,1,10,20,30,40,50,,1,10,20,30,40,50,(mm),(mm),(mm),(mm),1,10,20,30,40,50, degreeC

113,  17.77,   0.00,    3.9,   16.3,   15.6,   14.3,   11.7,   10.7,   10.0,    9.9,   0.45,   0.64,   0.89,   0.92,   0.94,   0.96,   0.97,    0.7,    0.3,    0.1,    0.1,    0.0,    0.0,  247.4,   97.9,   47.2,   31.6,   18.8,   14.4,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.0,  14.96,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
114,  17.50,   0.00,    3.7,   18.4,   17.7,   16.4,   13.7,   12.5,   11.5,   11.2,   0.35,   0.55,   0.89,   0.91,   0.93,   0.95,   0.96,    0.9,    0.3,    0.1,    0.1,    0.1,    0.1,  348.1,  129.4,   55.6,   41.5,   27.1,   21.4,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   10.7,  14.89,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
115,  13.34,   0.00,    3.3,   17.5,   17.1,   16.4,   14.7,   13.7,   12.3,   12.9,   0.29,   0.48,   0.88,   0.91,   0.92,   0.94,   0.94,    1.1,    0.4,    0.2,    0.1,    0.1,    0.1,  407.0,  153.5,   60.2,   48.4,   35.4,   29.5,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   10.5,  14.81,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
116,  13.89,   0.00,    3.8,   18.3,   17.9,   17.1,   15.6,   14.8,   10.2,   17.2,   0.25,   0.42,   0.89,   0.90,   0.91,   0.93,   0.93,    1.2,    0.5,    0.2,    0.1,    0.1,    0.1,  444.5,  174.2,   62.3,   52.8,   42.4,   37.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   10.4,  14.72,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
117,  20.28,  33.00,    1.1,   21.2,   20.6,   19.5,   17.4,   16.3,   10.5,   19.9,   0.91,   0.92,   0.95,   0.99,   0.99,   0.99,   0.99,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    5.9,    6.2,    6.2,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.9,  15.10,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
118,  14.44,   0.00,    3.5,   19.4,   19.1,   18.7,   17.3,   16.2,   10.9,   17.9,   0.62,   0.83,   0.90,   0.95,   0.98,   0.99,   0.99,    0.2,    0.1,    0.0,    0.0,    0.0,    0.0,   64.3,   41.9,   12.8,    7.2,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.5,  15.07,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
119,  10.28,  18.00,    0.7,   16.0,   16.0,   15.8,   15.3,   14.6,   11.5,   15.1,   0.92,   0.93,   0.95,   0.98,   0.99,   0.99,   0.99,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    5.6,    6.2,    6.2,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.9,  15.10,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
120,   6.38,   0.00,    2.5,   12.0,   12.0,   11.9,   11.8,   11.6,   10.7,   11.7,   0.68,   0.88,   0.91,   0.96,   0.98,   0.99,   0.99,    0.2,    0.1,    0.0,    0.0,    0.0,    0.0,   57.1,   38.2,   13.0,    7.4,    6.3,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.6,  15.07,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
121,   5.28,   0.00,    2.4,    9.8,    9.8,    9.8,    9.8,    9.7,    9.7,    9.6,   0.52,   0.76,   0.90,   0.93,   0.96,   0.98,   0.98,    0.5,    0.2,    0.1,    0.0,    0.0,    0.0,  203.2,   81.4,   34.6,   17.0,    8.4,    7.0,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.3,  15.04,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
122,   6.67,   0.50,    2.7,   10.4,   10.4,   10.2,    9.9,    9.8,    9.7,    9.6,   0.73,   0.88,   0.90,   0.93,   0.94,   0.97,   0.97,    0.0,    0.0,    0.1,    0.1,    0.0,    0.0,   13.4,    8.4,   44.4,   30.5,   15.6,   11.0,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.4,  15.00,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
123,   9.72,   5.30,    1.6,   10.7,   10.6,   10.4,   10.1,    9.9,    9.3,   10.1,   0.87,   0.90,   0.93,   0.98,   0.99,   0.99,   0.99,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    6.2,    6.2,    6.2,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.8,  15.10,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
124,  15.56,   5.30,    2.1,   14.5,   14.0,   13.1,   11.4,   10.7,    9.4,   11.0,   0.81,   0.89,   0.92,   0.98,   0.99,   0.99,   0.99,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    6.4,    6.2,    6.2,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.8,  15.10,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
125,   8.61,   1.80,    2.3,   12.9,   12.7,   12.5,   11.8,   11.4,    9.6,   12.4,   0.77,   0.89,   0.92,   0.97,   0.99,   0.99,   0.99,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   12.5,    8.2,    6.2,    6.2,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.7,  15.10,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
126,  10.00,   0.00,    3.3,   13.6,   13.4,   13.0,   12.3,   11.9,    9.7,   13.0,   0.53,   0.75,   0.90,   0.94,   0.97,   0.99,   0.99,    0.4,    0.2,    0.1,    0.0,    0.0,    0.0,  152.8,   69.1,   22.7,    7.5,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.3,  14.71,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
127,  13.05,   0.00,    3.4,   14.7,   14.5,   14.0,   13.0,   12.5,    9.9,   14.0,   0.40,   0.62,   0.90,   0.93,   0.96,   0.98,   0.99,    0.8,    0.3,    0.1,    0.0,    0.0,    0.0,  296.0,  105.2,   39.2,    8.9,    6.3,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.1,  14.15,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
128,  14.72,   2.80,    3.1,   17.2,   16.7,   15.9,   14.2,   13.6,   10.1,   16.0,   0.70,   0.88,   0.91,   0.97,   0.99,   0.99,   0.99,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   14.7,    8.8,    6.3,    6.2,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.6,  14.83,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
129,  10.56,   0.00,    3.1,   15.3,   15.2,   14.9,   14.1,   13.4,   10.2,   14.4,   0.50,   0.72,   0.90,   0.94,   0.97,   0.99,   0.99,    0.5,    0.2,    0.1,    0.0,    0.0,    0.0,  194.2,   79.2,   25.0,    7.7,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.3,  14.41,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
130,  10.00,   0.00,    3.2,   14.4,   14.4,   14.2,   13.6,   13.0,   10.1,   13.7,   0.39,   0.61,   0.89,   0.93,   0.96,   0.98,   0.99,    0.8,    0.3,    0.1,    0.0,    0.0,    0.0,  315.9,  109.8,   40.2,    9.0,    6.3,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.1,  13.96,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
131,  11.39,   0.00,    3.3,   14.5,   14.3,   14.1,   13.4,   12.8,   10.0,   13.7,   0.31,   0.51,   0.90,   0.93,   0.96,   0.98,   0.99,    1.0,    0.4,    0.1,    0.0,    0.0,    0.0,  387.4,  135.6,   46.3,    9.5,    6.3,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   10.9,  13.43,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
132,  12.23,   0.00,    3.7,   15.6,   15.4,   14.9,   13.8,   13.2,   10.0,   14.7,   0.25,   0.44,   0.90,   0.93,   0.96,   0.98,   0.99,    1.2,    0.4,    0.1,    0.0,    0.0,    0.0,  434.2,  160.0,   48.3,    9.7,    6.3,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   10.8,  12.85,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
133,  12.77,   0.00,    3.4,   15.6,   15.4,   15.0,   14.0,   13.4,   10.1,   14.6,   0.22,   0.38,   0.87,   0.93,   0.96,   0.98,   0.99,    1.2,    0.5,    0.1,    0.0,    0.0,    0.0,  467.9,  181.1,   49.4,    9.8,    6.3,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   10.7,  12.24,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
134,  12.50,   0.00,    3.7,   16.1,   15.9,   15.4,   14.4,   13.6,   10.2,   15.1,   0.19,   0.34,   0.89,   0.92,   0.96,   0.98,   0.99,    1.3,    0.5,    0.1,    0.0,    0.0,    0.0,  491.0,  202.4,   50.0,    9.8,    6.3,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   10.6,  11.64,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
135,  14.72,   0.30,    4.0,   17.9,   17.5,   16.8,   15.3,   14.5,   10.3,   16.7,   0.49,   0.34,   0.89,   0.92,   0.96,   0.98,   0.99,    0.5,    0.5,    0.1,    0.0,    0.0,    0.0,  178.8,  172.4,   50.7,    9.9,    6.3,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   10.8,  10.93,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
136,  12.78,   2.50,    2.6,   16.6,   16.4,   16.1,   15.1,   14.3,   10.3,   15.5,   0.73,   0.88,   0.91,   0.97,   0.99,   0.99,   0.99,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   13.6,    8.5,    6.3,    6.2,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.7,  11.23,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
137,  10.00,   0.30,    3.0,   14.3,   14.2,   14.1,   13.7,   13.2,   10.9,   13.6,   0.69,   0.85,   0.91,   0.95,   0.98,   0.99,   0.99,    0.0,    0.0,    0.1,    0.0,    0.0,    0.0,   15.1,    9.0,   21.4,    7.4,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.5,  10.84,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
138,  12.22,   9.90,    1.5,   15.3,   15.1,   14.7,   13.8,   13.2,   10.1,   14.4,   0.87,   0.90,   0.93,   0.98,   0.99,   0.99,   0.99,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    6.2,    6.2,    6.2,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.8,  15.10,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
139,   9.73,   2.50,    2.3,   13.6,   13.5,   13.4,   13.0,   12.6,   10.5,   13.0,   0.75,   0.89,   0.92,   0.97,   0.99,   0.99,   0.99,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   13.2,    8.4,    6.3,    6.2,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.7,  15.10,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
140,   8.06,   0.00,    2.9,   11.6,   11.6,   11.5,   11.4,   11.2,   10.3,   11.3,   0.53,   0.74,   0.90,   0.94,   0.97,   0.99,   0.99,    0.4,    0.2,    0.1,    0.0,    0.0,    0.0,  164.3,   72.1,   23.4,    7.5,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.3,  14.75,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
141,  10.00,   0.00,    3.3,   12.5,   12.4,   12.1,   11.6,   11.3,    9.6,   12.1,   0.39,   0.61,   0.89,   0.93,   0.96,   0.98,   0.99,    0.8,    0.3,    0.1,    0.0,    0.0,    0.0,  301.0,  106.4,   39.6,    9.0,    6.3,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.1,  14.27,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
142,   9.16,   0.80,    2.7,   11.6,   11.6,   11.5,   11.3,   11.0,    9.6,   11.3,   0.70,   0.87,   0.91,   0.96,   0.97,   0.99,   0.99,    0.0,    0.0,    0.1,    0.0,    0.0,    0.0,   14.8,    8.9,   33.4,    8.7,    6.3,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.5,  13.80,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
143,   9.44,   7.40,    1.4,   11.5,   11.5,   11.4,   11.1,   10.8,    9.5,   11.1,   0.87,   0.90,   0.93,   0.98,   0.99,   0.99,   0.99,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    6.2,    6.2,    6.2,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.8,  15.10,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
144,  12.22,   0.00,    3.4,   12.8,   12.6,   12.2,   11.5,   11.1,    9.6,   12.1,   0.56,   0.74,   0.90,   0.95,   0.97,   0.99,   0.99,    0.2,    0.2,    0.0,    0.0,    0.0,    0.0,   87.1,   57.7,   18.4,    7.1,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.4,  14.54,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
145,  12.22,   0.00,    3.5,   13.9,   13.7,   13.2,   12.2,   11.8,    9.7,   13.2,   0.41,   0.60,   0.89,   0.93,   0.96,   0.98,   0.99,    0.7,    0.3,    0.1,    0.0,    0.0,    0.0,  278.9,  105.4,   38.7,    8.9,    6.3,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.1,  13.93,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
146,  13.89,   0.00,    4.0,   16.0,   15.6,   14.9,   13.4,   12.8,   10.0,   14.9,   0.31,   0.50,   0.89,   0.93,   0.96,   0.98,   0.99,    1.0,    0.4,    0.1,    0.0,    0.0,    0.0,  374.6,  140.4,   46.8,    9.6,    6.3,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   10.9,  13.20,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
147,  18.06,   0.00,    4.7,   19.4,   18.8,   17.6,   15.4,   14.4,   10.3,   17.3,   0.25,   0.41,   0.89,   0.93,   0.96,   0.98,   0.99,    1.2,    0.5,    0.1,    0.0,    0.0,    0.0,  433.6,  173.2,   48.7,    9.7,    6.3,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   10.7,  12.19,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
148,  14.44,   4.60,    2.5,   18.9,   18.5,   17.8,   16.3,   15.4,   10.6,   17.5,   0.74,   0.88,   0.91,   0.97,   0.99,   0.99,   0.99,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   13.6,    8.5,    6.3,    6.2,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.7,  13.75,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
149,   8.89,   0.00,    3.2,   15.5,   15.4,   15.3,   14.8,   14.2,   11.4,   14.6,   0.50,   0.72,   0.90,   0.94,   0.97,   0.99,   0.99,    0.5,    0.2,    0.1,    0.0,    0.0,    0.0,  174.5,   74.5,   23.9,    7.6,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.3,  13.36,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
150,  13.06,   0.00,    4.0,   16.6,   16.4,   15.9,   14.8,   14.1,   10.3,   15.5,   0.36,   0.57,   0.90,   0.93,   0.96,   0.98,   0.99,    0.8,    0.3,    0.1,    0.0,    0.0,    0.0,  318.6,  114.5,   41.8,    9.1,    6.3,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.0,  12.69,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
151,  15.28,   0.00,    4.2,   18.0,   17.6,   17.0,   15.5,   14.7,   10.4,   16.8,   0.28,   0.47,   0.89,   0.93,   0.96,   0.98,   0.99,    1.1,    0.4,    0.1,    0.0,    0.0,    0.0,  403.2,  154.8,   47.1,    9.6,    6.3,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   10.8,  11.85,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
152,  21.39,   1.30,    4.0,   20.6,   20.0,   18.9,   16.8,   15.9,   10.7,   19.1,   0.92,   0.93,   0.96,   0.98,   0.99,   0.99,   0.99,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    7.2,    6.4,    6.2,    6.2,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.9,  15.10,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
153,  15.56,   0.30,    3.7,   19.0,   18.7,   18.2,   16.9,   15.8,   10.8,   17.5,   0.92,   0.93,   0.95,   0.98,   0.99,   0.99,   0.99,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    7.3,    6.4,    6.2,    6.2,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.9,  14.39,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
154,  18.33,   0.00,    4.4,   20.3,   19.9,   19.1,   17.4,   16.3,   10.9,   18.8,   0.89,   0.91,   0.92,   0.96,   0.98,   0.99,   0.99,    0.1,    0.1,    0.0,    0.0,    0.0,    0.0,   49.5,   35.1,   13.1,    6.7,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.7,  13.38,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
155,  17.50,   0.00,    4.2,   20.2,   19.9,   19.2,   17.7,   16.5,   10.9,   18.6,   0.86,   0.89,   0.91,   0.94,   0.97,   0.99,   0.99,    0.2,    0.1,    0.1,    0.0,    0.0,    0.0,   67.5,   53.6,   26.7,    7.9,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.6,  12.41,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
156,  19.44,   0.00,    4.4,   20.8,   20.4,   19.7,   18.0,   16.8,   11.0,   19.2,   0.79,   0.89,   0.90,   0.94,   0.96,   0.98,   0.99,    0.2,    0.2,    0.1,    0.0,    0.0,    0.0,   91.3,   63.5,   36.9,    8.8,    6.3,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.5,  11.27,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
157,  20.56,   0.50,    4.4,   22.1,   21.6,   20.7,   18.7,   17.4,   11.1,   20.3,   0.91,   0.92,   0.95,   0.98,   0.99,   0.99,   0.99,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    7.9,    6.6,    6.2,    6.2,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.9,  10.06,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
158,  26.67,  24.60,    1.3,   25.8,   25.0,   23.5,   20.5,   19.1,   11.5,   23.5,   0.94,   0.95,   0.97,   0.99,   0.99,   0.99,   0.99,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    5.4,    6.1,    6.2,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   12.0,  15.10,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
159,  26.67,   0.00,    5.4,   27.5,   26.7,   25.3,   22.3,   20.6,   11.9,   24.9,   0.88,   0.90,   0.93,   0.97,   0.98,   0.99,   0.99,    0.1,    0.1,    0.0,    0.0,    0.0,    0.0,   39.6,   26.2,   10.0,    6.5,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.8,  13.49,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
160,  26.11,   1.00,    4.7,   27.9,   27.3,   26.1,   23.3,   21.4,   12.1,   25.3,   0.91,   0.92,   0.94,   0.98,   0.99,   0.99,   0.99,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    8.3,    6.7,    6.2,    6.2,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.9,  12.38,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
161,  29.44,   0.00,    5.8,   29.9,   29.1,   27.6,   24.5,   22.4,   12.4,   27.0,   0.81,   0.90,   0.91,   0.96,   0.98,   0.99,   0.99,    0.2,    0.1,    0.0,    0.0,    0.0,    0.0,   59.8,   43.1,   15.2,    6.9,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.6,  10.66,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
162,  24.44,   7.60,    2.6,   28.9,   28.4,   27.3,   24.6,   22.5,   12.4,   26.1,   0.93,   0.94,   0.96,   0.98,   0.99,   0.99,   0.99,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    5.5,    6.1,    6.2,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.9,  14.17,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
163,  21.11,   0.00,    4.7,   26.5,   26.2,   25.5,   23.5,   21.5,   12.4,   24.0,   0.85,   0.90,   0.92,   0.96,   0.98,   0.99,   0.99,    0.1,    0.1,    0.0,    0.0,    0.0,    0.0,   49.2,   34.1,   12.5,    6.7,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.7,  12.89,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
164,  18.33,   0.00,    4.4,   23.9,   23.7,   23.3,   21.8,   20.2,   12.7,   21.8,   0.76,   0.88,   0.91,   0.94,   0.97,   0.99,   0.99,    0.2,    0.2,    0.1,    0.0,    0.0,    0.0,   87.9,   61.2,   28.1,    8.0,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.5,  11.80,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
165,  21.67,   0.00,    5.2,   25.1,   24.7,   23.8,   21.6,   19.9,   11.7,   22.9,   0.62,   0.87,   0.90,   0.93,   0.96,   0.98,   0.99,    0.4,    0.2,    0.1,    0.0,    0.0,    0.0,  156.0,   75.1,   38.8,    8.9,    6.3,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.4,  10.43,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
166,  23.33,   0.00,    4.9,   25.1,   24.7,   23.8,   21.6,   19.9,   11.7,   22.8,   0.52,   0.85,   0.90,   0.93,   0.96,   0.98,   0.99,    0.6,    0.2,    0.1,    0.0,    0.0,    0.0,  242.6,   87.3,   43.2,    9.3,    6.3,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.3,   8.93,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
167,  22.50,   0.50,    4.6,   25.2,   24.7,   23.8,   21.6,   19.9,   11.7,   22.9,   0.94,   0.95,   0.96,   0.94,   0.91,   0.95,   0.97,    0.0,    0.0,    0.1,    0.2,    0.0,    0.0,    6.2,    6.2,   44.2,   82.6,   14.4,    8.7,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.2,   6.52,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
168,  20.28,  12.40,    1.5,   24.3,   23.9,   23.2,   21.2,   19.5,   11.2,   22.3,   0.94,   0.95,   0.97,   0.99,   0.99,   0.99,   0.99,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    5.4,    6.1,    6.2,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   12.0,  12.99,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
169,  16.67,   0.30,    3.9,   21.3,   21.2,   20.8,   19.6,   18.3,   12.3,   19.6,   0.93,   0.94,   0.96,   0.98,   0.91,   0.96,   0.98,    0.0,    0.0,    0.0,    0.2,    0.0,    0.0,    6.6,    6.2,    6.2,   62.8,    8.1,    6.4,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.4,  11.18,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
