Daily C pools (kg C/ha) and fluxes (kg C/ha/day) at site boone3 in year 1
Day,Very labile litter,Labile litter,Resistant litter,Microbe,Humads,Humus,CharC,SOC,SOC0-10cm, SOC10-20cm,SOC20-30cm,SOC30-40cm,SOC40-50cm,SOC0-10cm, SOC10-20cm,SOC20-30cm,SOC30-40cm,SOC40-50cm,dSOC,DOC,Photosynthesis,Leaf-respiration, Stem-respiration, Root-respiration,Soil-heterotrophic-respiration, NPP,Eco-respiration, NEE,Stub,CH4-prod.,CH4-oxid.,CH4-flux,CH4-pool,DOC-leach,Litter-C,Manure-C
 73,   0.00,   0.00, 421.51,   7.88, 772.98,41350.04,   0.00,42556.35,12470.24,12469.95,9501.83,5021.82,3092.51,  0.010,  0.010,  0.008,  0.004,  0.002,  -0.05,   3.93,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00,   0.05,   0.05,   0.00,0.00000,-0.00042,-0.00042,   0.00,   0.00,   0.00,   0.00
 74,   0.00,   0.00, 421.45,   7.92, 772.90,41350.07,   0.00,42556.29,12470.23,12469.94,9501.81,5021.81,3092.51,  0.010,  0.010,  0.008,  0.004,  0.002,  -0.05,   3.96,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00,   0.05,   0.05,   0.00,0.00000,-0.00044,-0.00044,   0.00,   0.00,   0.00,   0.00
 75,   0.00,   0.00, 421.39,   7.95, 772.83,41350.09,   0.00,42556.24,12470.22,12469.92,9501.79,5021.80,3092.50,  0.010,  0.010,  0.008,  0.004,  0.002,  -0.06,   3.98,   0.00,   0.00,   0.00,   0.00,   0.06,   0.00,   0.06,   0.06,   0.00,0.00000,-0.00045,-0.00045,   0.00,   0.00,   0.00,   0.00
 76,   0.00,   0.00, 421.29,   7.99, 772.76,41350.11,   0.00,42556.15,12470.18,12469.91,9501.78,5021.79,3092.49,  0.010,  0.010,  0.008,  0.004,  0.002,  -0.09,   4.00,   0.00,   0.00,   0.00,   0.00,   0.09,   0.00,   0.09,   0.09,   0.00,0.00000,-0.00047,-0.00047,   0.00,   0.00,   0.00,   0.00
 77,   0.00,   0.00, 421.20,   8.03, 772.69,41350.13,   0.00,42556.06,12470.14,12469.89,9501.76,5021.78,3092.49,  0.010,  0.010,  0.008,  0.004,  0.002,  -0.09,   4.02,   0.00,   0.00,   0.00,   0.00,   0.09,   0.00,   0.09,   0.09,   0.00,0.00000,-0.00048,-0.00048,   0.00,   0.00,   0.00,   0.00
 78,   0.00,   0.00, 421.14,   8.06, 772.62,41350.14,   0.00,42556.00,12470.13,12469.87,9501.74,5021.77,3092.48,  0.010,  0.010,  0.008,  0.004,  0.002,  -0.06,   4.04,   0.00,   0.00,   0.00,   0.00,   0.06,   0.00,   0.06,   0.06,   0.00,0.00000,-0.00047,-0.00047,   0.00,   0.00,   0.00,   0.00
 79,   0.00,   0.00, 421.08,   8.09, 772.55,41350.16,   0.00,42555.95,12470.13,12469.86,9501.73,5021.76,3092.48,  0.010,  0.010,  0.008,  0.004,  0.002,  -0.06,   4.06,   0.00,   0.00,   0.00,   0.00,   0.06,   0.00,   0.06,   0.06,   0.00,0.00000,-0.00047,-0.00047,   0.00,   0.00,   0.00,   0.00
 80,   0.00,   0.00, 420.96,   7.85, 772.76,41350.18,   0.00,42555.83,12470.06,12469.84,9501.71,5021.75,3092.47,  0.010,  0.010,  0.008,  0.004,  0.002,  -0.11,   4.08,   0.00,   0.00,   0.00,   0.00,   0.11,   0.00,   0.11,   0.11,   0.00,0.00000,-0.00033,-0.00033,   0.00,   0.00,   0.00,   0.00
 81,   0.00,   0.00, 420.84,   7.89, 772.69,41350.20,   0.00,42555.73,12470.01,12469.82,9501.69,5021.74,3092.46,  0.010,  0.010,  0.008,  0.004,  0.002,  -0.10,   4.11,   0.00,   0.00,   0.00,   0.00,   0.11,   0.00,   0.11,   0.11,   0.00,0.00000,-0.00040,-0.00040,   0.00,   0.00,   0.00,   0.00
 82,   0.00,   0.00, 420.74,   7.93, 772.61,41350.21,   0.00,42555.63,12469.96,12469.81,9501.67,5021.73,3092.46,  0.010,  0.010,  0.008,  0.004,  0.002,  -0.10,   4.13,   0.00,   0.00,   0.00,   0.00,   0.10,   0.00,   0.10,   0.10,   0.00,0.00000,-0.00042,-0.00042,   0.00,   0.00,   0.00,   0.00
 83,   0.00,   0.00, 420.63,   7.97, 772.53,41350.24,   0.00,42555.53,12469.91,12469.79,9501.66,5021.72,3092.45,  0.010,  0.010,  0.008,  0.004,  0.002,  -0.10,   4.16,   0.00,   0.00,   0.00,   0.00,   0.10,   0.00,   0.10,   0.10,   0.00,0.00000,-0.00043,-0.00043,   0.00,   0.00,   0.00,   0.00
 84,   0.00,   0.00, 420.53,   8.01, 772.46,41350.27,   0.00,42555.44,12469.87,12469.77,9501.64,5021.71,3092.44,  0.010,  0.010,  0.008,  0.004,  0.002,  -0.09,   4.18,   0.00,   0.00,   0.00,   0.00,   0.10,   0.00,   0.10,   0.10,   0.00,0.00000,-0.00043,-0.00043,   0.00,   0.00,   0.00,   0.00
 85,   0.00,   0.00, 420.42,   7.85, 772.59,41350.28,   0.00,42555.34,12469.82,12469.76,9501.62,5021.70,3092.44,  0.010,  0.010,  0.008,  0.004,  0.002,  -0.10,   4.20,   0.00,   0.00,   0.00,   0.00,   0.10,   0.00,   0.10,   0.10,   0.00,0.00000,-0.00040,-0.00040,   0.00,   0.00,   0.00,   0.00
 86,   0.00,   0.00, 420.30,   7.85, 772.55,41350.29,   0.00,42555.23,12469.76,12469.74,9501.60,5021.69,3092.43,  0.010,  0.010,  0.008,  0.004,  0.002,  -0.11,   4.23,   0.00,   0.00,   0.00,   0.00,   0.11,   0.00,   0.11,   0.11,   0.00,0.00000,-0.00035,-0.00035,   0.00,   0.00,   0.00,   0.00
 87,   0.00,   0.00, 420.19,   7.89, 772.47,41350.31,   0.00,42555.13,12469.71,12469.72,9501.59,5021.68,3092.42,  0.010,  0.010,  0.008,  0.004,  0.002,  -0.10,   4.25,   0.00,   0.00,   0.00,   0.00,   0.10,   0.00,   0.10,   0.10,   0.00,0.00000,-0.00039,-0.00039,   0.00,   0.00,   0.00,   0.00
 88,   0.00,   0.00, 420.05,   7.85, 772.47,41350.35,   0.00,42555.01,12469.65,12469.71,9501.57,5021.67,3092.42,  0.010,  0.010,  0.008,  0.004,  0.002,  -0.12,   4.29,   0.00,   0.00,   0.00,   0.00,   0.12,   0.00,   0.12,   0.12,   0.00,0.00000,-0.00024,-0.00024,   0.00,   0.00,   0.00,   0.00
 89,   0.00,   0.00, 419.92,   7.85, 772.43,41350.37,   0.00,42554.89,12469.59,12469.69,9501.55,5021.66,3092.41,  0.010,  0.010,  0.008,  0.004,  0.002,  -0.11,   4.32,   0.00,   0.00,   0.00,   0.00,   0.11,   0.00,   0.11,   0.11,   0.00,0.00000,-0.00018,-0.00018,   0.00,   0.00,   0.00,   0.00
 90,   0.00,   0.00, 419.84,   7.85, 772.38,41350.40,   0.00,42554.83,12469.58,12469.67,9501.53,5021.65,3092.40,  0.010,  0.010,  0.008,  0.004,  0.002,  -0.06,   4.37,   0.00,   0.00,   0.00,   0.00,   0.06,   0.00,   0.06,   0.06,   0.00,0.00000,-0.00019,-0.00019,   0.00,   0.00,   0.00,   0.00
 91,   0.00,   0.00, 419.76,   7.85, 772.33,41350.42,   0.00,42554.77,12469.57,12469.65,9501.51,5021.64,3092.40,  0.010,  0.010,  0.008,  0.004,  0.002,  -0.06,   4.41,   0.00,   0.00,   0.00,   0.00,   0.06,   0.00,   0.06,   0.06,   0.00,0.00000,-0.00023,-0.00023,   0.00,   0.00,   0.00,   0.00
 92,   0.00,   0.00, 419.67,   7.85, 772.27,41350.45,   0.00,42554.71,12469.56,12469.64,9501.50,5021.63,3092.39,  0.010,  0.010,  0.008,  0.004,  0.002,  -0.06,   4.47,   0.00,   0.00,   0.00,   0.00,   0.06,   0.00,   0.06,   0.06,   0.00,0.00000,-0.00025,-0.00025,   0.00,   0.00,   0.00,   0.00
 93,   0.00,   0.00, 419.58,   7.85, 772.21,41350.48,   0.00,42554.64,12469.55,12469.62,9501.48,5021.62,3092.38,  0.010,  0.010,  0.008,  0.004,  0.002,  -0.06,   4.52,   0.00,   0.00,   0.00,   0.00,   0.06,   0.00,   0.06,   0.06,   0.00,0.00000,-0.00026,-0.00026,   0.00,   0.00,   0.00,   0.00
 94,   0.00,   0.00, 419.49,   7.85, 772.16,41350.50,   0.00,42554.58,12469.54,12469.60,9501.46,5021.60,3092.37,  0.010,  0.010,  0.008,  0.004,  0.002,  -0.07,   4.57,   0.00,   0.00,   0.00,   0.00,   0.06,   0.00,   0.06,   0.06,   0.00,0.00000,-0.00022,-0.00022,   0.00,   0.00,   0.00,   0.00
 95,   0.00,   0.00, 419.40,   7.90, 772.05,41350.53,   0.00,42554.51,12469.54,12469.58,9501.44,5021.59,3092.37,  0.010,  0.010,  0.008,  0.004,  0.002,  -0.06,   4.62,   0.00,   0.00,   0.00,   0.00,   0.07,   0.00,   0.07,   0.07,   0.00,0.00000,-0.00027,-0.00027,   0.00,   0.00,   0.00,   0.00
 96,   0.00,   0.00, 419.32,   7.95, 771.95,41350.55,   0.00,42554.45,12469.53,12469.56,9501.42,5021.58,3092.36,  0.010,  0.010,  0.008,  0.004,  0.002,  -0.07,   4.66,   0.00,   0.00,   0.00,   0.00,   0.07,   0.00,   0.07,   0.07,   0.00,0.00000,-0.00030,-0.00030,   0.00,   0.00,   0.00,   0.00
 97,   0.00,   0.00, 419.24,   8.00, 771.85,41350.59,   0.00,42554.38,12469.52,12469.54,9501.40,5021.57,3092.35,  0.010,  0.010,  0.008,  0.004,  0.002,  -0.07,   4.70,   0.00,   0.00,   0.00,   0.00,   0.07,   0.00,   0.07,   0.07,   0.00,0.00000,-0.00031,-0.00031,   0.00,   0.00,   0.00,   0.00
 98,   0.00,   0.00, 419.16,   8.04, 771.76,41350.62,   0.00,42554.31,12469.51,12469.53,9501.38,5021.55,3092.34,  0.010,  0.010,  0.008,  0.004,  0.002,  -0.07,   4.73,   0.00,   0.00,   0.00,   0.00,   0.07,   0.00,   0.07,   0.07,   0.00,0.00000,-0.00033,-0.00033,   0.00,   0.00,   0.00,   0.00
 99,   0.00,   0.00, 419.08,   7.84, 771.91,41350.63,   0.00,42554.24,12469.50,12469.51,9501.36,5021.54,3092.33,  0.010,  0.010,  0.008,  0.004,  0.002,  -0.07,   4.76,   0.00,   0.00,   0.00,   0.00,   0.07,   0.00,   0.07,   0.07,   0.00,0.00000,-0.00033,-0.00033,   0.00,   0.00,   0.00,   0.00
100,   0.00,   0.00, 419.01,   7.88, 771.82,41350.66,   0.00,42554.17,12469.49,12469.49,9501.33,5021.53,3092.33,  0.010,  0.010,  0.008,  0.004,  0.002,  -0.07,   4.79,   0.00,   0.00,   0.00,   0.00,   0.07,   0.00,   0.07,   0.07,   0.00,0.00000,-0.00035,-0.00035,   0.00,   0.00,   0.00,   0.00
101,   0.00,   0.00, 418.93,   7.84, 771.81,41350.70,   0.00,42554.10,12469.48,12469.47,9501.31,5021.52,3092.32,  0.010,  0.010,  0.008,  0.004,  0.002,  -0.07,   4.82,   0.00,   0.00,   0.00,   0.00,   0.07,   0.00,   0.07,   0.07,   0.00,0.00000,-0.00017,-0.00017,   0.00,   0.00,   0.00,   0.00
102,   0.00,   0.00, 418.79,   7.85, 771.76,41350.71,   0.00,42553.98,12469.42,12469.45,9501.29,5021.50,3092.31,  0.010,  0.010,  0.008,  0.004,  0.002,  -0.12,   4.86,   0.00,   0.00,   0.00,   0.00,   0.12,   0.00,   0.12,   0.12,   0.00,0.00000,-0.00018,-0.00018,   0.00,   0.00,   0.00,   0.00
103,   0.00,   0.00, 418.65,   7.90, 771.66,41350.74,   0.00,42553.85,12469.36,12469.43,9501.27,5021.49,3092.30,  0.010,  0.010,  0.008,  0.004,  0.002,  -0.13,   4.90,   0.00,   0.00,   0.00,   0.00,   0.13,   0.00,   0.13,   0.13,   0.00,0.00000,-0.00024,-0.00024,   0.00,   0.00,   0.00,   0.00
104,   0.00,   0.00, 418.51,   7.96, 771.55,41350.77,   0.00,42553.73,12469.30,12469.41,9501.25,5021.47,3092.29,  0.010,  0.010,  0.008,  0.004,  0.002,  -0.12,   4.94,   0.00,   0.00,   0.00,   0.00,   0.12,   0.00,   0.12,   0.12,   0.00,0.00000,-0.00028,-0.00028,   0.00,   0.00,   0.00,   0.00
105,   0.00,   0.00, 418.37,   8.01, 771.45,41350.80,   0.00,42553.61,12469.24,12469.39,9501.23,5021.46,3092.28,  0.010,  0.010,  0.008,  0.004,  0.002,  -0.12,   4.97,   0.00,   0.00,   0.00,   0.00,   0.12,   0.00,   0.12,   0.12,   0.00,0.00000,-0.00032,-0.00032,   0.00,   0.00,   0.00,   0.00
106,   0.00,   0.00, 418.24,   8.07, 771.35,41350.82,   0.00,42553.49,12469.19,12469.37,9501.21,5021.45,3092.27,  0.010,  0.010,  0.008,  0.004,  0.002,  -0.12,   5.01,   0.00,   0.00,   0.00,   0.00,   0.12,   0.00,   0.12,   0.12,   0.00,0.00000,-0.00034,-0.00034,   0.00,   0.00,   0.00,   0.00
107,   0.00,   0.00, 418.16,   8.11, 771.26,41350.85,   0.00,42553.41,12469.18,12469.35,9501.18,5021.43,3092.26,  0.010,  0.010,  0.008,  0.004,  0.002,  -0.08,   5.03,   0.00,   0.00,   0.00,   0.00,   0.08,   0.00,   0.08,   0.08,   0.00,0.00000,-0.00028,-0.00028,   0.00,   0.00,   0.00,   0.00
108,   0.00,   0.00, 418.09,   8.15, 771.17,41350.87,   0.00,42553.34,12469.17,12469.33,9501.16,5021.42,3092.25,  0.010,  0.010,  0.008,  0.004,  0.002,  -0.07,   5.06,   0.00,   0.00,   0.00,   0.00,   0.08,   0.00,   0.08,   0.08,   0.00,0.00000,-0.00026,-0.00026,   0.00,   0.00,   0.00,   0.00
109,   0.00,   0.00, 417.98,   8.20, 771.08,41350.89,   0.00,42553.23,12469.14,12469.31,9501.14,5021.40,3092.24,  0.010,  0.010,  0.008,  0.004,  0.002,  -0.11,   5.07,   0.00,   0.00,   0.00,   0.00,   0.11,   0.00,   0.11,   0.11,   0.00,0.00000,-0.00027,-0.00027,   0.00,   0.00,   0.00,   0.00
110,   0.00,   0.00, 417.88,   8.24, 771.00,41350.92,   0.00,42553.13,12469.10,12469.29,9501.12,5021.39,3092.23,  0.010,  0.010,  0.008,  0.004,  0.002,  -0.10,   5.09,   0.00,   0.00,   0.00,   0.00,   0.11,   0.00,   0.11,   0.11,   0.00,0.00000,-0.00028,-0.00028,   0.00,   0.00,   0.00,   0.00
111,   0.00,   0.00, 417.79,   8.28, 770.92,41350.95,   0.00,42553.03,12469.06,12469.27,9501.10,5021.38,3092.23,  0.010,  0.010,  0.008,  0.004,  0.002,  -0.10,   5.09,   0.00,   0.00,   0.00,   0.00,   0.10,   0.00,   0.10,   0.10,   0.00,0.00000,-0.00030,-0.00030,   0.00,   0.00,   0.00,   0.00
112,   0.00,   0.00, 417.67,   7.83, 771.33,41350.96,   0.00,42552.91,12469.01,12469.25,9501.07,5021.36,3092.22,  0.010,  0.010,  0.008,  0.004,  0.002,  -0.12,   5.11,   0.00,   0.00,   0.00,   0.00,   0.12,   0.00,   0.12,   0.12,   0.00,0.00000,-0.00021,-0.00021,   0.00,   0.00,   0.00,   0.00
113,   0.00,   0.00, 417.56,   7.84, 771.29,41350.98,   0.00,42552.79,12468.96,12469.23,9501.05,5021.35,3092.21,  0.010,  0.010,  0.008,  0.004,  0.002,  -0.12,   5.12,   0.00,   0.00,   0.00,   0.00,   0.12,   0.00,   0.12,   0.12,   0.00,0.00000,-0.00017,-0.00017,   0.00,   0.00,   0.00,   0.00
114,   0.00,   0.00, 417.45,   7.84, 771.25,41351.01,   0.00,42552.68,12468.91,12469.21,9501.03,5021.33,3092.20,  0.010,  0.010,  0.008,  0.004,  0.002,  -0.11,   5.14,   0.00,   0.00,   0.00,   0.00,   0.11,   0.00,   0.11,   0.11,   0.00,0.00000,-0.00019,-0.00019,   0.00,   0.00,   0.00,   0.00
115,   0.00,   0.00, 417.34,   7.88, 771.17,41351.04,   0.00,42552.57,12468.87,12469.19,9501.01,5021.32,3092.19,  0.010,  0.010,  0.008,  0.004,  0.002,  -0.11,   5.15,   0.00,   0.00,   0.00,   0.00,   0.11,   0.00,   0.11,   0.11,   0.00,0.00000,-0.00026,-0.00026,   0.00,   0.00,   0.00,   0.00
116,   0.00,   0.00, 417.20,   7.84, 771.17,41351.05,   0.00,42552.44,12468.80,12469.17,9500.99,5021.30,3092.18,  0.010,  0.010,  0.008,  0.004,  0.002,  -0.13,   5.17,   0.00,   0.00,   0.00,   0.00,   0.13,   0.00,   0.13,   0.13,   0.00,0.00000,-0.00023,-0.00023,   0.00,   0.00,   0.00,   0.00
117,   0.00,   0.00, 417.00,   7.86, 771.10,41351.08,   0.00,42552.25,12468.69,12469.14,9500.96,5021.29,3092.17,  0.010,  0.010,  0.008,  0.004,  0.002,  -0.19,   5.21,   0.00,   0.00,   0.00,   0.00,   0.19,   0.00,   0.19,   0.19,   0.00,0.00000,-0.00057,-0.00057,   0.00,   0.00,   0.00,   0.00
118,   0.00,   0.00, 415.96,   8.17, 770.58,41350.84,   0.00,42550.89,12467.78,12468.93,9500.83,5021.22,3092.13,  0.010,  0.010,  0.008,  0.004,  0.002,  -1.36,   5.50,   5.61,   0.02,   0.02,   0.02,   1.11,   5.57,   1.15,  -4.46,   0.00,0.00000,-0.00987,-0.00987,   0.00,   0.12,   0.00,   0.00
119,   0.00,   0.00, 414.92,   8.48, 770.03,41350.64,   0.00,42549.64,12466.90,12468.74,9500.71,5021.18,3092.11,  0.010,  0.010,  0.008,  0.004,  0.002,  -1.25,   5.61,  13.52,   0.07,   0.07,   0.07,   1.22,  13.31,   1.43, -12.09,   0.00,0.00000,-0.01399,-0.01399,   0.00,   0.05,   0.00,   0.00
120,   0.00,   0.00, 414.08,   8.76, 769.55,41350.54,   0.00,42548.52,12466.17,12468.54,9500.59,5021.13,3092.09,  0.010,  0.010,  0.008,  0.004,  0.002,  -1.12,   5.68,   4.72,   0.06,   0.06,   0.06,   1.06,   4.54,   1.25,  -3.48,   0.00,0.00000,-0.01160,-0.01160,   0.00,   0.06,   0.00,   0.00
121,   0.00,   0.00, 413.29,   8.04, 770.06,41350.44,   0.00,42547.43,12465.49,12468.34,9500.45,5021.08,3092.07,  0.010,  0.010,  0.008,  0.004,  0.002,  -1.09,   5.70,   3.97,   0.07,   0.07,   0.07,   1.01,   3.77,   1.21,  -2.76,   0.00,0.00000,-0.01027,-0.01027,   0.00,   0.08,   0.00,   0.00
122,   0.00,   0.00, 412.49,   8.05, 769.86,41350.29,   0.00,42546.30,12464.75,12468.14,9500.32,5021.02,3092.06,  0.010,  0.010,  0.008,  0.004,  0.002,  -1.14,   5.71,   9.16,   0.11,   0.11,   0.11,   1.10,   8.83,   1.43,  -7.73,   0.00,0.00000,-0.01331,-0.01331,   0.00,   0.07,   0.00,   0.00
123,   0.00,   0.00, 411.80,   8.28, 769.43,41350.16,   0.00,42545.20,12464.09,12467.94,9500.18,5020.96,3092.03,  0.010,  0.010,  0.008,  0.004,  0.002,  -1.10,   5.66,   4.46,   0.10,   0.10,   0.10,   0.98,   4.16,   1.27,  -3.18,   0.00,0.00000,-0.01209,-0.01209,   0.00,   0.11,   0.00,   0.00
124,   0.00,   0.00, 411.21,   8.49, 769.06,41350.05,   0.00,42544.18,12463.53,12467.73,9500.02,5020.89,3092.01,  0.010,  0.010,  0.008,  0.004,  0.002,  -1.02,   5.55,   1.87,   0.08,   0.08,   0.08,   0.86,   1.63,   1.09,  -0.78,   0.00,0.00000,-0.01164,-0.01164,   0.00,   0.13,   0.00,   0.00
125,   0.00,   0.00, 410.66,   8.69, 768.70,41349.95,   0.00,42543.26,12463.01,12467.55,9499.89,5020.83,3091.98,  0.010,  0.010,  0.008,  0.004,  0.002,  -0.92,   5.40,   2.81,   0.09,   0.09,   0.09,   0.82,   2.53,   1.10,  -1.71,   0.00,0.00000,-0.01323,-0.01323,   0.00,   0.11,   0.00,   0.00
126,   0.00,   0.00, 410.11,   7.97, 769.27,41349.87,   0.00,42542.43,12462.55,12467.39,9499.76,5020.77,3091.96,  0.010,  0.010,  0.008,  0.004,  0.002,  -0.83,   5.32,   3.30,   0.10,   0.10,   0.10,   0.79,   2.99,   1.10,  -2.20,   0.00,0.00000,-0.01155,-0.01155,   0.00,   0.09,   0.00,   0.00
127,   0.00,   0.00, 409.55,   8.16, 768.91,41349.83,   0.00,42541.67,12462.08,12467.25,9499.66,5020.73,3091.95,  0.010,  0.010,  0.008,  0.004,  0.002,  -0.76,   5.28,   8.42,   0.16,   0.16,   0.16,   0.84,   7.95,   1.32,  -7.11,   0.00,0.00000,-0.01565,-0.01565,   0.00,   0.05,   0.00,   0.00
128,   0.00,   0.00, 408.89,   7.99, 768.92,41349.73,   0.00,42540.84,12461.55,12467.12,9499.56,5020.68,3091.93,  0.010,  0.010,  0.008,  0.004,  0.002,  -0.84,   5.37,   5.44,   0.15,   0.15,   0.15,   0.92,   4.99,   1.36,  -4.07,   0.00,0.00000,-0.01125,-0.01125,   0.00,   0.05,   0.00,   0.00
129,   0.00,   0.00, 408.27,   7.97, 768.78,41349.68,   0.00,42540.07,12461.06,12466.99,9499.46,5020.64,3091.92,  0.010,  0.010,  0.008,  0.004,  0.002,  -0.76,   5.43,   3.24,   0.13,   0.13,   0.13,   0.86,   2.85,   1.26,  -1.98,   0.00,0.00000,-0.00976,-0.00976,   0.00,   0.05,   0.00,   0.00
130,   0.00,   0.00, 407.69,   8.17, 768.43,41349.61,   0.00,42539.31,12460.58,12466.86,9499.37,5020.59,3091.91,  0.010,  0.010,  0.008,  0.004,  0.002,  -0.76,   5.46,   5.23,   0.16,   0.16,   0.16,   0.89,   4.74,   1.38,  -3.86,   0.00,0.00000,-0.01385,-0.01385,   0.00,   0.04,   0.00,   0.00
131,   0.00,   0.00, 407.07,   7.97, 768.47,41349.54,   0.00,42538.53,12460.07,12466.74,9499.27,5020.55,3091.90,  0.010,  0.010,  0.008,  0.004,  0.002,  -0.78,   5.53,   4.37,   0.16,   0.16,   0.16,   0.92,   3.89,   1.41,  -2.96,   0.00,0.00000,-0.01139,-0.01139,   0.00,   0.04,   0.00,   0.00
132,   0.00,   0.00, 406.39,   7.97, 768.32,41349.46,   0.00,42537.76,12459.53,12466.63,9499.19,5020.52,3091.89,  0.010,  0.010,  0.008,  0.004,  0.002,  -0.77,   5.66,   2.32,   0.14,   0.14,   0.14,   0.91,   1.91,   1.32,  -1.00,   0.00,0.00000,-0.00753,-0.00753,   0.00,   0.04,   0.00,   0.00
133,   0.00,   0.00, 405.73,   7.97, 768.17,41349.41,   0.00,42536.99,12459.00,12466.52,9499.11,5020.48,3091.89,  0.010,  0.010,  0.008,  0.004,  0.002,  -0.77,   5.76,   3.15,   0.15,   0.15,   0.15,   0.92,   2.69,   1.38,  -1.77,   0.00,0.00000,-0.00862,-0.00862,   0.00,   0.04,   0.00,   0.00
134,   0.00,   0.00, 405.06,   7.98, 768.01,41349.32,   0.00,42536.23,12458.44,12466.42,9499.03,5020.45,3091.89,  0.010,  0.010,  0.008,  0.004,  0.002,  -0.76,   5.92,  26.05,   0.23,   0.23,   0.23,   0.99,  25.35,   1.68, -24.37,   0.00,0.00000,-0.00979,-0.00979,   0.00,   0.04,   0.00,   0.00
135,   0.00,   0.00, 404.45,   8.18, 767.66,41349.27,   0.00,42535.55,12457.93,12466.32,9498.97,5020.44,3091.90,  0.010,  0.010,  0.008,  0.004,  0.002,  -0.68,   6.06,  19.79,   0.25,   0.25,   0.25,   0.97,  19.03,   1.73, -18.06,   0.00,0.00000,-0.01034,-0.01034,   0.00,   0.04,   0.00,   0.00
136,   0.00,   0.00, 403.95,   8.35, 767.36,41349.24,   0.00,42535.02,12457.53,12466.23,9498.91,5020.42,3091.92,  0.010,  0.010,  0.008,  0.004,  0.002,  -0.53,   6.18,  10.36,   0.23,   0.23,   0.23,   0.84,   9.68,   1.52,  -8.84,   0.00,0.00000,-0.00854,-0.00854,   0.00,   0.04,   0.00,   0.00
137,   0.00,   0.00, 403.52,   8.49, 767.09,41349.21,   0.00,42534.57,12457.19,12466.16,9498.86,5020.41,3091.94,  0.010,  0.010,  0.008,  0.004,  0.002,  -0.45,   6.30,   5.81,   0.20,   0.20,   0.20,   0.77,   5.22,   1.37,  -4.45,   0.00,0.00000,-0.00841,-0.00841,   0.00,   0.04,   0.00,   0.00
138,   0.00,   0.00, 403.08,   8.64, 766.82,41349.20,   0.00,42534.07,12456.81,12466.08,9498.81,5020.40,3091.96,  0.010,  0.010,  0.008,  0.004,  0.002,  -0.50,   6.38,  10.48,   0.25,   0.25,   0.25,   0.85,   9.73,   1.60,  -8.87,   0.00,0.00000,-0.01222,-0.01222,   0.00,   0.04,   0.00,   0.00
139,   0.00,   0.00, 402.60,   8.81, 766.53,41349.14,   0.00,42533.55,12456.37,12465.99,9498.77,5020.41,3092.01,  0.010,  0.010,  0.008,  0.004,  0.002,  -0.51,   6.53,  52.09,   0.53,   0.53,   0.53,   1.02,  50.49,   2.62, -49.47,   0.00,0.00000,-0.01779,-0.01779,   0.00,   0.04,   0.00,   0.00
140,   0.00,   0.00, 402.08,   8.98, 766.23,41349.07,   0.00,42533.13,12455.93,12465.91,9498.75,5020.45,3092.09,  0.010,  0.010,  0.008,  0.004,  0.002,  -0.42,   6.82,  89.08,   0.90,   0.90,   0.90,   1.18,  86.38,   3.88, -85.20,   0.00,0.00000,-0.02043,-0.02043,   0.00,   0.03,   0.00,   0.00
141,   0.00,   0.00, 401.42,   7.96, 767.10,41348.93,   0.00,42532.69,12455.40,12465.84,9498.74,5020.50,3092.20,  0.010,  0.010,  0.008,  0.004,  0.002,  -0.44,   7.32,  75.41,   1.06,   1.06,   1.06,   1.40,  72.23,   4.58, -70.84,   0.00,0.00000,-0.01394,-0.01394,   0.00,   0.03,   0.00,   0.00
142,   0.00,   0.00, 400.82,   7.94, 766.98,41348.86,   0.00,42532.37,12454.98,12465.81,9498.74,5020.54,3092.30,  0.010,  0.010,  0.008,  0.004,  0.002,  -0.32,   7.82,  28.34,   0.84,   0.84,   0.83,   1.34,  25.83,   3.85, -24.49,   0.00,0.00000,-0.00966,-0.00966,   0.00,   0.03,   0.00,   0.00
143,   0.00,   0.00, 400.21,   7.93, 766.86,41348.80,   0.00,42532.14,12454.57,12465.81,9498.76,5020.60,3092.40,  0.010,  0.010,  0.008,  0.004,  0.002,  -0.23,   8.38,  12.77,   0.67,   0.67,   0.67,   1.28,  10.76,   3.29,  -9.48,   0.00,0.00000,-0.00668,-0.00668,   0.00,   0.03,   0.00,   0.00
144,   0.00,   0.00, 399.63,   7.92, 766.75,41348.77,   0.00,42531.98,12454.19,12465.83,9498.79,5020.67,3092.50,  0.010,  0.010,  0.008,  0.004,  0.002,  -0.16,   8.96,   7.63,   0.58,   0.58,   0.58,   1.22,   5.89,   2.95,  -4.68,   0.00,0.00000,-0.00532,-0.00532,   0.00,   0.03,   0.00,   0.00
145,   0.00,   0.00, 398.95,   7.95, 766.59,41348.72,   0.00,42531.64,12453.69,12465.82,9498.82,5020.72,3092.60,  0.010,  0.010,  0.008,  0.004,  0.002,  -0.33,   9.50,  13.92,   0.72,   0.72,   0.71,   1.42,  11.78,   3.56, -10.36,   0.00,0.00000,-0.00639,-0.00639,   0.00,   0.03,   0.00,   0.00
